Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2013-10-08,45.64885330200195,45.94465637207031,45.45801544189453,45.5629768371582,32.557090759277344,14693694,MRK
2013-10-09,45.5057258605957,45.6297721862793,44.98091506958008,45.10496139526367,32.229827880859375,16090363,MRK
2013-10-10,45.41984558105469,45.4484748840332,44.80915832519531,45.314884185791016,32.37983322143555,18090995,MRK
2013-10-11,45.24809265136719,45.314884185791016,44.99045944213867,45.124046325683594,32.24346160888672,10745668,MRK
2013-10-14,44.656490325927734,44.92366409301758,44.3129768371582,44.60877990722656,31.875282287597656,21666876,MRK
2013-10-15,44.389312744140625,44.685115814208984,44.29389190673828,44.4370231628418,31.752546310424805,14840728,MRK
2013-10-16,44.475189208984375,45.00954055786133,44.4370231628418,45.00954055786133,32.16164779663086,11635630,MRK
2013-10-17,44.97137451171875,45.114505767822266,44.742366790771484,44.95228958129883,32.1207275390625,14544668,MRK
2013-10-18,45.200382232666016,45.27671813964844,44.34160232543945,44.475189208984375,31.779817581176758,21622755,MRK
2013-10-21,44.56106948852539,44.58015441894531,43.96946716308594,44.3797721862793,31.711631774902344,17478544,MRK
2013-10-22,44.18893051147461,44.58015441894531,44.02671813964844,44.34160232543945,31.684362411499023,16601892,MRK
2013-10-23,44.46564865112305,44.58015441894531,44.35114669799805,44.42748260498047,31.745718002319336,10113934,MRK
2013-10-24,44.656490325927734,44.713741302490234,44.07442855834961,44.10305404663086,31.513904571533203,11738753,MRK
2013-10-25,44.13167953491211,44.446563720703125,43.75,44.40839767456055,31.732086181640625,18752912,MRK
2013-10-28,43.48282241821289,43.72137451171875,43.139312744140625,43.27289962768555,30.92072296142578,28607885,MRK
2013-10-29,43.33015441894531,43.578243255615234,43.01526641845703,43.492366790771484,31.07753562927246,16652720,MRK
2013-10-30,43.654579162597656,43.66412353515625,43.04389190673828,43.167938232421875,30.845720291137695,10436508,MRK
2013-10-31,43.23473358154297,43.377864837646484,43.024810791015625,43.024810791015625,30.74344825744629,15713922,MRK
2013-11-01,42.814884185791016,43.27289962768555,42.57633590698242,43.15839767456055,30.838909149169922,21896388,MRK
2013-11-04,43.816795349121094,44.15076446533203,43.568702697753906,43.625953674316406,31.172998428344727,16954020,MRK
2013-11-05,43.50190734863281,43.683204650878906,43.2442741394043,43.28244400024414,30.92753791809082,10920684,MRK
2013-11-06,43.47328186035156,43.91221237182617,43.26335906982422,43.85496139526367,31.336627960205078,12954642,MRK
2013-11-07,44.036258697509766,44.122135162353516,43.683204650878906,43.72137451171875,31.24118423461914,12235819,MRK
2013-11-08,43.82633590698242,44.72328186035156,43.75954055786133,44.656490325927734,31.909366607666016,18260142,MRK
2013-11-11,44.761451721191406,44.99045944213867,44.73282241821289,44.847328186035156,32.045738220214844,7895003,MRK
2013-11-12,44.799617767333984,45.4484748840332,44.656490325927734,45.41030502319336,32.44801330566406,14620229,MRK
2013-11-13,44.59923553466797,45.200382232666016,44.51335906982422,45.171756744384766,32.277549743652344,14836955,MRK
2013-11-14,45.343509674072266,45.67748260498047,45.32442855834961,45.6297721862793,32.60483169555664,11822069,MRK
2013-11-15,45.4484748840332,46.068702697753906,45.4484748840332,45.86832046508789,32.775291442871094,12567092,MRK
2013-11-18,45.83969497680664,46.049617767333984,45.59160232543945,45.81106948852539,32.734375,8310745,MRK
2013-11-19,45.84923553466797,45.963741302490234,45.46755599975586,45.86832046508789,32.775291442871094,8745874,MRK
2013-11-20,45.78244400024414,46.20228958129883,45.5629768371582,45.92557144165039,32.81620788574219,8647991,MRK
2013-11-21,46.011451721191406,46.46946716308594,45.95419692993164,46.393131256103516,33.15029525756836,13453281,MRK
2013-11-22,46.26908493041992,46.79389190673828,46.22137451171875,46.6984748840332,33.36846160888672,14638359,MRK
2013-11-25,46.70801544189453,47.5572509765625,46.6984748840332,47.385494232177734,33.8593864440918,19159641,MRK
